,0,1
vanish,-2.917501,-0.83751786
vanished,2.2747664,-3.2154248
varnish,0.66304547,2.1427815
vast,0.40842494,-1.963554
veins,2.1096125,1.8988968
velaryon,-1.9252037,3.571684
vents,3.6147835,1.2077003
very,0.18915962,-1.7644405
vex,-2.1523376,1.5670574
vial,0.7023885,-0.29886332
vials,-0.8945477,1.4310323
victims,-0.30841175,-2.6988611
victory,-2.20387,-1.2092061
view,-0.22132987,1.9714233
views,3.2132504,-0.92543995
village,3.185936,4.132644
viserys,-1.6274633,0.91914546
visitors,-3.0344148,-0.2622374
visits,0.10073759,-1.0644219
vividly,9.203002,2.9657407
voice,0.31648362,-0.2239443
volantis,0.61343825,1.574589
wagon,-0.94155514,0.4428
wait,2.4676178,-1.5242037
waited,-3.0797768,1.389806
waiting,-0.8786767,-0.75531316
walk,2.6902757,0.07176236
walked,-2.833211,-2.4171877
wall,10.35763,11.48608
walls,1.8726478,0.5546634
wallwalks,12.008775,-1.1490443
want,-2.2684143,0.7754581
wanted,-1.9861903,0.25688577
war,7.160552,-1.1426451
warm,-0.103555456,4.264189
warmth,2.7157028,-0.4510048
warn,-0.73075855,-1.5606824
warned,-2.3652668,0.37282503
warships,0.68365693,-0.47152063
was,-0.24315894,-0.76887083
wash,0.9793127,1.9079227
washed,1.5693289,-1.9280934
waste,0.9643534,1.0175874
watch,-0.2141152,-1.1178732
watched,0.6688709,-1.0077623
watching,-1.9977766,2.065775
water,0.29397842,1.4560002
waters,3.3379366,-2.431087
waved,0.7077351,-2.380586
way,-0.45400757,0.38086274
ways,0.25394604,0.31069535
we,-3.0347893,1.0358773
weak,-0.89332867,-4.7667007
weakness,-0.9981652,1.3568352
wear,-0.40432936,0.8543669
wearily,-1.6255125,-1.6017191
weave,4.280053,1.1796619
web,-0.12110885,0.73197573
wed,-3.7778637,1.1188637
weep,-0.57746065,1.6829915
well,-1.2147651,-0.41301313
wellworn,5.484309,-8.34588
went,1.4948214,-2.966138
were,-0.37451276,0.9398516
westernmost,1.915077,0.5349113
westeros,1.8004342,0.55819714
wet,-0.09296078,-1.4171768
what,-2.2549458,-1.0264052
whatever,-3.846989,-1.2972932
when,-1.0489451,-0.91681594
where,-0.38641128,-0.8146087
wherever,1.510576,3.54697
whether,-2.7470622,-1.6265659
which,0.4245247,-0.8269621
while,1.097284,0.025754845
whip,0.7866085,-4.902038
whiskers,4.5844145,-1.882601
whispered,-1.0206606,1.298955
white,0.4600904,-3.1881497
who,-1.5480117,0.81265104
whole,-0.21464458,11.85746
whored,-3.730712,-1.2458293
whose,1.9341962,-0.9561419
why,-4.757019,0.04108324
wide,0.10856381,-0.04941836
widest,-0.8396547,1.0671017
widow,1.7353241,0.7227737
wield,0.34122226,-1.6063445
wife,-0.059778474,-1.5090278
wifes,2.0048144,-1.0213461
wild,0.76589006,-0.7128954
willem,-3.174036,3.558631
win,-1.5924367,0.019181393
wind,-1.6713947,1.3450875
windows,1.8351204,-1.385327
windpipe,-0.31216982,-1.9019198
windproud,3.64003,-1.9063619
windswept,2.8824303,-0.09332117
wine,-0.01573414,-0.7964743
wing,-0.81674856,2.5113666
wings,3.3460603,-4.928297
winter,-1.9050583,0.17896964
winterfell,2.6467311,0.12016288
wisdom,0.8040111,1.4229771
wise,-2.2527087,1.3145964
wit,-0.562256,-0.075534984
with,0.9357393,-0.9840869
within,1.3357005,0.43419304
without,-1.6172864,-0.029833674
wits,0.89201736,-0.8573942
witty,-2.9839864,-1.8675328
wizard,-4.7034388,2.6860533
woke,-0.44404483,-1.143097
woken,-2.9568,-0.38536358
woman,-0.22478133,-2.4713757
womans,0.2020032,-0.09391769
women,2.2460046,-0.15204166
won,-1.6174406,-1.9680173
wondered,-2.7752817,0.10771063
wont,-1.9579984,-1.1637163
wood,-0.06997063,2.9187958
wool,1.0655776,-0.42644584
word,0.54052895,-0.29446468
worded,-0.12092867,2.0848792
words,-1.6079215,1.2889458
wore,7.499613,0.8243191
work,-1.3548629,-1.4533787
workroom,0.6230218,0.28082845
world,-0.33616683,0.1516885
worn,1.1560924,-1.0386238
worship,-0.15072395,0.06931616
worth,-0.92294246,-1.0201653
would,-1.6407928,-0.53930384
wound,1.3325752,0.7173634
wounds,2.0569048,-0.3288043
wrath,1.0583417,1.4675845
wretch,0.5752307,2.0320044
wrinkled,1.6575066,-4.4536343
written,2.310295,-3.3346744
wrongs,-1.5941668,-0.39495993
wrote,-2.2199678,-4.1735907
wyvern,0.9280249,0.8080188
yard,0.71706754,2.7138333
year,-1.2519892,0.33604836
years,-0.9216502,1.1543536
yes,-0.28505707,1.1115085
yestermorn,2.1663496,-4.112332
yet,-1.0854775,-0.71942115
yield,-0.80481595,1.0420774
yielded,-1.1099315,-2.5200946
you,-2.7733264,0.11507435
youd,-3.9438488,-0.9973663
young,-2.6291802,-0.903196
younger,-2.3965595,-2.0454483
youngest,1.0941881,-1.213341
your,-2.4843206,-0.51819557
yours,-1.190314,-0.53422844
youth,0.11465774,-1.219561
youve,-1.9811677,0.38494837
